"","V1","V2","V3","V4"
"73",0,0.72,16.491974647273,50.9316454818386
"74",0,0.73,16.383295804782,58.4682379566234
"75",0,0.74,16.942514543052,60.1217398458195
"76",0,0.75,16.2701624439145,45.1429691124765
"77",0,0.76,16.1825951617765,48.7836174911089
"78",0,0.77,15.7659724088035,55.4520090602952
"79",0,0.78,15.0789624932075,47.7402770369353
"80",0,0.79,14.920019989742,47.3267032322631
"81",0,0.8,14.438124719399,30.328255240784
"82",0,0.81,14.4619112642435,48.116206647586
"83",0,0.82,13.9266221414945,38.3569584115558
"84",0,0.83,14.294251371031,34.0124863347727
"85",0,0.84,13.440264083592,41.6064418918777
"86",0,0.85,13.3575263710665,27.7209712790221
"87",0,0.86,13.011366434395,27.845190199428
"88",0,0.87,12.376113963409,34.8809885962554
"89",0,0.88,12.7262990608535,32.8827457751216
"90",0,0.89,12.178869321325,25.4313976514789
"91",0,0.9,11.9656255686335,22.710122031621
"92",0,0.91,10.493218282826,20.1797663619735
"93",0,0.92,10.57059600712,16.1367736446076
"94",0,0.93,10.338071467217,23.4112492089449
"95",0,0.94,9.181705933075,14.3972745815547
"96",0,0.95,9.218630334561,16.2429524378296
"97",0,0.96,7.851959770485,8.2170158498843
"98",0,0.97,6.962313151878,5.75256957260378
"99",0,0.98,6.1673379486775,3.85030488485296
"100",0,0.99,4.8557824458785,1.71404265363727
"101",0.01,0,20.154638416544,81.5838020193318
"102",0.01,0.01,20.5557514615815,94.1632759312523
"103",0.01,0.02,20.8281805276795,117.409902768913
"104",0.01,0.03,20.671232840966,97.2883495210318
"105",0.01,0.04,20.6210352145335,122.682991275993
"106",0.01,0.05,21.831193501504,136.688110598931
"107",0.01,0.06,20.711487204671,99.1533583048681
"108",0.01,0.07,19.8886444529755,85.7547676280117
"109",0.01,0.08,21.008994186957,97.519609905285
"110",0.01,0.09,21.7653813717085,138.02309331518
"111",0.01,0.1,20.935313932568,95.9994204651442
"112",0.01,0.11,20.524683683754,108.631000379764
"113",0.01,0.12,20.4474893785045,103.540770860091
"114",0.01,0.13,20.6910918082725,89.3548523360111
"115",0.01,0.14,21.211254470431,132.978099679813
"116",0.01,0.15,20.9810644042725,102.005713960174
"117",0.01,0.16,19.555295880095,76.2322624313777
"118",0.01,0.17,19.6204765116135,99.3639319115865
"119",0.01,0.18,20.276239334356,114.532743735721
"120",0.01,0.19,20.389172906917,96.0323105101559
"121",0.01,0.2,21.2724882782275,102.783818770389
"122",0.01,0.21,21.513134788234,160.061652621867
"123",0.01,0.22,20.4094547532585,104.580124838464
"124",0.01,0.23,19.8354425711635,85.467647670252
"125",0.01,0.24,19.812432892369,70.2938775079555
"126",0.01,0.25,19.85339705818,128.564734501977
"127",0.01,0.26,20.8720612078845,95.8012919135757
"128",0.01,0.27,20.7653348242565,102.382221119867
"129",0.01,0.28,20.435995123217,108.00408799363
"130",0.01,0.29,19.875059633694,80.9575770947831
"131",0.01,0.3,19.6039801132205,90.7411132533525
"132",0.01,0.31,19.962330891614,103.322258284088
"133",0.01,0.32,19.8748164792525,89.6747306272179
"134",0.01,0.33,19.2709427441145,114.098935876113
"135",0.01,0.34,20.8032828876835,121.934872556119
"136",0.01,0.35,19.535595080523,98.4044425532543
"137",0.01,0.36,19.8748422294605,94.51176006163
"138",0.01,0.37,20.1968946993265,80.2718410024667
"139",0.01,0.38,20.5305849653475,99.9528951854557
"140",0.01,0.39,19.8868546230665,77.0878273353604
"141",0.01,0.4,20.429339811489,95.0731220490621
"142",0.01,0.41,19.4839086776325,76.3062334712172
"143",0.01,0.42,18.455994328372,77.0914878566562
"144",0.01,0.43,19.5768434373875,79.7419722955746
"145",0.01,0.44,20.4100018100085,98.7140548844309
"146",0.01,0.45,18.8712460468725,73.9075058899793
"147",0.01,0.46,19.973363555253,95.5783592892618
"148",0.01,0.47,18.291096313667,82.9642765889531
"149",0.01,0.48,18.4372876498135,66.6505482655138
"150",0.01,0.49,19.635165155985,89.6363027814167
"151",0.01,0.5,19.0714634829825,87.7451361149122
"152",0.01,0.51,18.7005972247815,84.5378172974865
"153",0.01,0.52,18.2581223270265,79.9569378504448
"154",0.01,0.53,18.725059876233,90.7436318039134
"155",0.01,0.54,18.0315786671745,63.8784474241684
"156",0.01,0.55,19.7183647202565,95.6222809949784
"157",0.01,0.56,18.383199811826,80.6233689612108
"158",0.01,0.57,18.496569471635,64.437894955969
"159",0.01,0.58,19.0488125581795,81.6012660265459
"160",0.01,0.59,18.803632952185,69.1052371571633
"161",0.01,0.6,18.206609176005,70.2916668659581
"162",0.01,0.61,18.4936845704985,78.5108770788243
"163",0.01,0.62,17.6622972739,72.8230081762028
"164",0.01,0.63,17.708963987738,67.7017247452064
"165",0.01,0.64,17.513180713905,73.8838782904978
"166",0.01,0.65,17.9475371901395,65.1346843433229
"167",0.01,0.66,17.2404374683915,51.3241097766112
"168",0.01,0.67,17.034667366682,75.3197782280257
"169",0.01,0.68,18.1379392818975,70.4199748233838
"170",0.01,0.69,17.2837352819015,74.0699397348355
"171",0.01,0.7,17.755394771499,79.4554385732793
"172",0.01,0.71,16.6935904185845,63.8308530994271
"173",0.01,0.72,16.6681689833475,62.1573664808845
"174",0.01,0.73,16.1892199330905,53.395335013065
"175",0.01,0.74,15.5941268583025,41.6135541545948
"176",0.01,0.75,15.6068534835295,42.4475000614056
"177",0.01,0.76,15.8984442164925,44.095736357564
"178",0.01,0.77,15.3031162957635,43.1990291807734
"179",0.01,0.78,14.691625472703,37.9663537541469
"180",0.01,0.79,15.346832138961,46.8850543822901
"181",0.01,0.8,15.754997347389,56.402288729098
"182",0.01,0.81,15.500087441384,60.0977879439372
"183",0.01,0.82,15.0052328718775,43.0343382017417
"184",0.01,0.83,15.2312176630675,46.2880267396156
"185",0.01,0.84,14.3494985456475,36.0761455786727
"186",0.01,0.85,13.6942441390825,28.690588216784
"187",0.01,0.86,12.799580651963,27.2051532009242
"188",0.01,0.87,13.301911915264,41.2599872639245
"189",0.01,0.88,12.0941278146715,31.0459628445957
"190",0.01,0.89,11.70113159927,25.0622877322123
"191",0.01,0.9,11.24987799112,15.6917596600266
"192",0.01,0.91,10.8678380192625,20.4257522004935
"193",0.01,0.92,10.314427943799,16.3798051559105
"194",0.01,0.93,9.891268118842,12.8021685836828
"195",0.01,0.94,9.4293751305985,12.4339182400863
"196",0.01,0.95,8.6590298057795,12.446837937099
"197",0.01,0.96,8.387891206055,9.91307148037126
"198",0.01,0.97,6.96510928446,4.69551016247046
"199",0.01,0.98,6.0090550294895,4.13065737972875
"200",0.01,0.99,4.7497971762955,1.73123843957624
"201",0.02,0,21.9655015591305,124.129511752152
"202",0.02,0.01,21.651038165507,87.3971345158463
"203",0.02,0.02,22.134859409646,121.508891132957
"204",0.02,0.03,20.7953345518315,86.2489879178989
"205",0.02,0.04,20.6654373569195,113.881140670463
"206",0.02,0.05,21.1782124121315,112.113745556556
"207",0.02,0.06,20.8401420180715,92.6071611386468
"208",0.02,0.07,20.417604933579,97.6890546982581
"209",0.02,0.08,19.925716144449,91.7309493453676
"210",0.02,0.09,21.309558584584,116.897241880331
"211",0.02,0.1,20.781275560849,93.2440575954666
"212",0.02,0.11,21.069800915024,97.0451543092087
"213",0.02,0.12,19.6962489099425,94.6745551322282
"214",0.02,0.13,21.6314515810225,121.635703397974
"215",0.02,0.14,21.2714062649485,94.1085359507565
"216",0.02,0.15,22.032246798629,116.5068323907
"217",0.02,0.16,20.796683625546,112.202621359495
"218",0.02,0.17,20.255931880515,92.2882710761236
"219",0.02,0.18,20.7548377222955,99.5133951373836
"220",0.02,0.19,20.568650876128,85.0953790516801
"221",0.02,0.2,20.4560648745315,88.55159251446
"222",0.02,0.21,21.000741429608,123.6683526921
"223",0.02,0.22,21.239561458304,130.349979769225
"224",0.02,0.23,21.086182231541,100.822943655941
"225",0.02,0.24,21.250516544826,90.0325582730775
"226",0.02,0.25,20.097815901602,88.2338303641693
"227",0.02,0.26,21.108273852342,107.429822334915
"228",0.02,0.27,21.737066740409,116.556008384332
"229",0.02,0.28,21.421415325747,108.734709118793
"230",0.02,0.29,21.1244596684315,97.7650674216212
"231",0.02,0.3,20.311974058214,96.9143412989587
"232",0.02,0.31,19.1363069919055,70.8053702118153
"233",0.02,0.32,19.9980857405335,111.06343039694
"234",0.02,0.33,19.4406671771515,71.0696701397811
"235",0.02,0.34,21.336914948513,108.467886623419
"236",0.02,0.35,20.4234602412325,98.0565083782998
"237",0.02,0.36,19.994466956898,84.5625970949735
"238",0.02,0.37,20.3555425614925,86.4777150705577
"239",0.02,0.38,21.4316673095815,138.703369978161
"240",0.02,0.39,19.0742993360955,85.7294441108961
"241",0.02,0.4,21.384071159326,112.255342920831
"242",0.02,0.41,20.062410063823,80.4051185147112
"243",0.02,0.42,20.0821087747005,101.102652501844
"244",0.02,0.43,18.9675617912685,75.1720706165513
"245",0.02,0.44,19.750945767359,90.06052178791
"246",0.02,0.45,19.899455574483,117.143094813313
"247",0.02,0.46,19.7310166884415,76.5152323111145
"248",0.02,0.47,19.134931751907,71.1663960915243
"249",0.02,0.48,19.0340218956305,74.2355553354697
"250",0.02,0.49,18.537079102687,71.2141558771123
"251",0.02,0.5,18.9627110203945,80.9859396605985
"252",0.02,0.51,20.029414141655,83.6618259138618
"253",0.02,0.52,20.5197660338,133.579285740021
"254",0.02,0.53,20.4978606994385,112.520124918349
"255",0.02,0.54,19.404658901032,77.2878416744697
"256",0.02,0.55,18.674320780365,68.219090299394
"257",0.02,0.56,18.557186819333,70.202709052652
"258",0.02,0.57,18.632567654455,97.4868425278596
"259",0.02,0.58,18.8737512344395,59.2040733711347
"260",0.02,0.59,19.687692550149,73.8219982504953
"261",0.02,0.6,19.727596850128,88.2220110492436
"262",0.02,0.61,18.970061267175,82.271079568325
"263",0.02,0.62,19.159930078329,80.224073824551
"264",0.02,0.63,19.7673801795775,91.1293555912307
"265",0.02,0.64,18.4784069101985,74.0654252881891
"266",0.02,0.65,18.254247718369,70.4828768892156
"267",0.02,0.66,17.7059300633635,65.3565454462113
"268",0.02,0.67,17.3081651563075,58.1661499819823
"269",0.02,0.68,18.003871294842,86.8749510206729
"270",0.02,0.69,16.909722924931,62.6586945291274
"271",0.02,0.7,18.3743896103825,90.1704817484453
"272",0.02,0.71,16.263832344948,48.6421073241796
"273",0.02,0.72,16.635135987687,61.5187672462993
"274",0.02,0.73,16.7293581168485,52.8001663402016
"275",0.02,0.74,16.4266255454365,57.0404899210984
"276",0.02,0.75,15.8902857725985,53.6535558443977
"277",0.02,0.76,15.9653002618455,47.3581755338309
"278",0.02,0.77,15.5516237615325,41.9701898348355
"279",0.02,0.78,15.2335240380235,53.111355947548
"280",0.02,0.79,16.8757874975645,72.0537648809944
"281",0.02,0.8,15.382204495789,46.9071132757231
"282",0.02,0.81,14.647563488246,39.7589617813333
"283",0.02,0.82,14.1924465133155,38.0289735057535
"284",0.02,0.83,14.494192709228,54.2098859403608
"285",0.02,0.84,14.247866826354,44.6216309293419
"286",0.02,0.85,14.9238656334,49.699900962705
"287",0.02,0.86,13.179611597913,30.6098023892775
"288",0.02,0.87,13.701841520248,41.9445317312133
"289",0.02,0.88,12.530322318735,31.3655019340526
"290",0.02,0.89,12.194976571185,25.417190109091
"291",0.02,0.9,12.1807851078455,21.893713210545
"292",0.02,0.91,10.7086929685125,18.2575893953793
"293",0.02,0.92,11.0189765418285,28.7586198819208
"294",0.02,0.93,9.7175509030095,12.9593957623289
"295",0.02,0.94,9.57380380043351,12.6089353706581
"296",0.02,0.95,8.70199904136,8.5496643436087
"297",0.02,0.96,7.86685533383,7.08658088098748
"298",0.02,0.97,7.424635062721,7.21138624260088
"299",0.02,0.98,6.193211971232,4.7496497152058
"300",0.02,0.99,4.9822563964915,2.43332049455608
"301",0.03,0,20.922368830255,93.8847132495487
"302",0.03,0.01,22.4611308879095,129.281914188726
"303",0.03,0.02,22.110730528681,127.335516625823
"304",0.03,0.03,21.978480131552,114.413633316438
"305",0.03,0.04,22.28162320201,106.56145638831
"306",0.03,0.05,22.791102701285,132.985023748442
"307",0.03,0.06,23.654740124694,162.003620937406
"308",0.03,0.07,21.1094801552745,95.8648809236146
"309",0.03,0.08,20.8080029896475,95.8419439680562
"310",0.03,0.09,21.3347784269575,111.001192809982
"311",0.03,0.1,21.4861724486855,100.946084514097
"312",0.03,0.11,21.453735965792,110.497586352545
"313",0.03,0.12,21.352493763836,112.133559339066
"314",0.03,0.13,22.464012357489,141.06625820975
"315",0.03,0.14,21.9656655642095,103.56261047249
"316",0.03,0.15,22.6678699347735,130.205162755363
"317",0.03,0.16,20.135949882182,77.0980497278215
"318",0.03,0.17,21.590059798946,100.226186013589
"319",0.03,0.18,24.2035725786315,153.553461904973
"320",0.03,0.19,22.1957006973315,125.720672268457
"321",0.03,0.2,21.7173622911055,103.344367921709
"322",0.03,0.21,21.5180990812995,129.607915246919
"323",0.03,0.22,21.1413562498515,120.655249865085
"324",0.03,0.23,20.019569062055,103.064868853445
"325",0.03,0.24,21.3614413242545,112.887782958986
"326",0.03,0.25,21.4718686432325,129.054235744484
"327",0.03,0.26,21.6224912748545,131.808142007829
"328",0.03,0.27,21.1376453986835,101.153219901587
"329",0.03,0.28,22.4508105554345,130.268190080245
"330",0.03,0.29,21.3720641587165,99.8542109350801
"331",0.03,0.3,21.654854274395,122.927182635658
"332",0.03,0.31,21.035173644339,94.8802203923021
"333",0.03,0.32,21.485464839563,110.322302980407
"334",0.03,0.33,21.264568606277,117.025436491157
"335",0.03,0.34,21.326214625331,110.863692347698
"336",0.03,0.35,22.447400103885,138.40061952067
"337",0.03,0.36,20.924093178138,86.5422322253194
"338",0.03,0.37,21.145213221259,79.72906529472
"339",0.03,0.38,20.572258021558,94.8926298556077
"340",0.03,0.39,20.138662336031,87.1654957771568
"341",0.03,0.4,21.363476810213,91.5595152766023
"342",0.03,0.41,19.1114187826495,65.6650744800653
"343",0.03,0.42,22.0901650388725,129.223873407935
"344",0.03,0.43,20.486579178813,93.2949357101053
"345",0.03,0.44,20.15710200031,108.295684789724
"346",0.03,0.45,20.550419591874,104.797312802528
"347",0.03,0.46,21.008990393434,96.9695791088456
"348",0.03,0.47,20.409335945159,112.24656034982
"349",0.03,0.48,20.3485611314195,97.867968423239
"350",0.03,0.49,19.234995113601,85.2380794276842
"351",0.03,0.5,19.352596897022,62.830725424981
"352",0.03,0.51,20.723530986413,86.4386204017762
"353",0.03,0.52,21.5427167181955,124.346552038778
"354",0.03,0.53,19.4027809840315,91.0724250642386
"355",0.03,0.54,20.606706798091,111.524138251588
"356",0.03,0.55,18.9353090446835,64.1085361315795
"357",0.03,0.56,19.569585759525,91.7701279107294
"358",0.03,0.57,19.2183973719825,73.9491592711569
"359",0.03,0.58,18.4272333142215,69.3633196902329
"360",0.03,0.59,20.0546353061775,108.082691758932
"361",0.03,0.6,19.4854402633385,84.846429344538
"362",0.03,0.61,17.598343709556,51.5332410950274
"363",0.03,0.62,17.9976166090515,76.4430794407495
"364",0.03,0.63,17.289098822053,61.5189946557847
"365",0.03,0.64,19.534992898072,103.349316252717
"366",0.03,0.65,17.370447013092,67.119836839284
"367",0.03,0.66,18.1217653719265,69.5950338784607
"368",0.03,0.67,18.282271745153,71.7097922821961
"369",0.03,0.68,19.106100933112,74.4386575041246
"370",0.03,0.69,17.90191015769,58.9340002811301
"371",0.03,0.7,17.9799074124035,68.8629621153628
"372",0.03,0.71,17.9964553716945,73.438569752375
"373",0.03,0.72,18.074975422254,75.0035425098459
"374",0.03,0.73,15.8593699128885,50.2483435455721
"375",0.03,0.74,16.6201388494915,48.3494864492916
"376",0.03,0.75,16.8461317616045,66.0395981921698
"377",0.03,0.76,16.3638870313385,48.0412655296154
"378",0.03,0.77,15.6969316162595,42.916529208008
"379",0.03,0.78,16.0680037419035,46.7174717678162
"380",0.03,0.79,15.5974148379295,60.5931256138514
"381",0.03,0.8,15.0243790072515,43.6758997902981
"382",0.03,0.81,14.760231805167,55.6589028760632
"383",0.03,0.82,15.1212905082825,45.3918700411331
"384",0.03,0.83,14.9035974159805,45.3088124052856
"385",0.03,0.84,14.3286124286375,33.6577816181553
"386",0.03,0.85,13.355482465825,31.0717795024793
"387",0.03,0.86,14.067922649039,37.0816984925482
"388",0.03,0.87,13.3213094240865,24.6313388045178
"389",0.03,0.88,12.6122569957975,21.7988614586913
"390",0.03,0.89,11.896171686719,22.0783119953379
"391",0.03,0.9,12.8794567311615,45.0923873767005
"392",0.03,0.91,12.133496517419,25.1677989523914
"393",0.03,0.92,11.341486483273,20.2753716024472
"394",0.03,0.93,11.0717280683735,23.9658520470708
"395",0.03,0.94,10.535932340497,28.5289931192802
"396",0.03,0.95,9.7667970139845,17.1966044759959
"397",0.03,0.96,8.4483641678715,11.6136117452314
"398",0.03,0.97,7.862275984548,9.3256715656842
"399",0.03,0.98,6.593432036659,6.82697822561476
"400",0.03,0.99,5.213253775755,2.73688730269741
"401",0.04,0,23.4697213005165,163.41525380653
"402",0.04,0.01,22.5078285527325,121.088946029886
"403",0.04,0.02,22.8672620161335,122.785983567899
"404",0.04,0.03,21.9539623180195,108.359194227712
"405",0.04,0.04,23.0420841126135,130.341970795918
"406",0.04,0.05,24.357533292263,148.865359239541
"407",0.04,0.06,23.6624636795465,128.323547224453
"408",0.04,0.07,22.986572587184,112.505765656148
"409",0.04,0.08,23.0860834283235,154.025301839376
"410",0.04,0.09,21.9671771035835,134.129162099926
"411",0.04,0.1,20.649175376775,113.102482015286
"412",0.04,0.11,21.8941335569525,113.269630850394
"413",0.04,0.12,23.202924901212,138.664657695257
"414",0.04,0.13,22.0840632617855,133.990132139908
"415",0.04,0.14,22.265429447531,133.82092424983
"416",0.04,0.15,23.0578693707335,147.460515394372
"417",0.04,0.16,22.738744702451,101.898566314623
"418",0.04,0.17,20.743828786478,71.8553233222557
"419",0.04,0.18,21.635048143749,88.2663396877248
"420",0.04,0.19,21.143464867478,90.7810219489738
"421",0.04,0.2,22.6753075363105,136.57542462535
"422",0.04,0.21,22.898560566251,143.770813744635
"423",0.04,0.22,23.6637547307335,143.424148825937
"424",0.04,0.23,21.4208322443765,99.4378695713091
"425",0.04,0.24,22.2351385027015,121.218980952872
"426",0.04,0.25,21.838515726067,155.314659604279
"427",0.04,0.26,22.365942924176,98.499428472358
"428",0.04,0.27,23.3586392825685,145.207827872054
"429",0.04,0.28,23.105456767292,125.685292305005
"430",0.04,0.29,22.2364821600025,118.045073370009
"431",0.04,0.3,21.992775773361,89.8170853084527
"432",0.04,0.31,22.952848199343,112.689153551146
"433",0.04,0.32,21.2401555952875,120.760618897439
"434",0.04,0.33,21.9216616613765,132.355451432901
"435",0.04,0.34,21.172424030374,113.412686895905
"436",0.04,0.35,21.815220938584,106.680473216642
"437",0.04,0.36,22.9284062828,109.14261202381
"438",0.04,0.37,22.1519108798675,102.416718954533
"439",0.04,0.38,20.1238394524795,91.5130701388036
"440",0.04,0.39,21.123962230085,116.40410885028
"441",0.04,0.4,21.0029974737805,105.363205152713
"442",0.04,0.41,20.297357113102,84.9412594261352
"443",0.04,0.42,20.486217545659,83.200010106024
"444",0.04,0.43,20.2551641483785,93.9359822576615
"445",0.04,0.44,22.281164576048,123.314474917265
"446",0.04,0.45,21.173781153546,99.7706439909006
"447",0.04,0.46,22.323818807463,143.654377914641
"448",0.04,0.47,20.3147673091695,81.7995840189495
"449",0.04,0.48,22.3730804381165,125.57089896733
"450",0.04,0.49,21.3549572941165,90.6311287855037
"451",0.04,0.5,20.99698627554,110.422116574214
"452",0.04,0.51,21.4252227085225,109.910228464664
"453",0.04,0.52,20.3275479602275,101.819869885645
"454",0.04,0.53,20.485771011848,85.519363858543
"455",0.04,0.54,21.0814908016825,104.280676431474
"456",0.04,0.55,19.9627857222245,89.7069216130489
"457",0.04,0.56,19.785957689246,95.9796348490305
"458",0.04,0.57,20.387875837579,114.085850232324
"459",0.04,0.58,19.711479280939,78.1389258923794
"460",0.04,0.59,20.1356226523865,99.6262418030179
"461",0.04,0.6,19.573102599934,75.1930146622415
"462",0.04,0.61,18.7150916918815,59.3718629950522
"463",0.04,0.62,20.238255567974,90.9207871222032
"464",0.04,0.63,19.911393046475,89.5768003139666
"465",0.04,0.64,19.0128490600495,75.4421022260926
"466",0.04,0.65,20.861906003771,119.17895227966
"467",0.04,0.66,19.8654183785395,83.9119028484872
"468",0.04,0.67,19.4321187135715,85.1973769247188
"469",0.04,0.68,19.308973865132,81.5440185122089
"470",0.04,0.69,17.339096237451,58.5985438660846
"471",0.04,0.7,17.823305739366,67.5536766919938
"472",0.04,0.71,19.169364079341,90.1487163114781
"473",0.04,0.72,17.0231881021155,57.4778899163476
"474",0.04,0.73,18.353945784695,76.7301847834724
"475",0.04,0.74,17.582331710302,61.8251938111246
"476",0.04,0.75,16.5161938477805,51.8674751129924
"477",0.04,0.76,16.449375108983,45.8146021831485
"478",0.04,0.77,16.018697058301,48.3665932815545
"479",0.04,0.78,16.227252797298,48.2156950813012
"480",0.04,0.79,15.6698566668305,34.511762885563
"481",0.04,0.8,15.7200092734295,41.8840979846834
"482",0.04,0.81,16.4311018386875,58.6350071690932
"483",0.04,0.82,15.2925629959665,48.1311798056578
"484",0.04,0.83,15.5888447342485,50.7411895137185
"485",0.04,0.84,15.355306038486,54.0809729639942
"486",0.04,0.85,14.2066456440245,31.2269051058559
"487",0.04,0.86,13.5452910609,36.1739873497708
"488",0.04,0.87,13.291889667987,33.0136064040603
"489",0.04,0.88,13.2554027278735,33.3442400944138
"490",0.04,0.89,13.298301543267,29.3882657513678
"491",0.04,0.9,11.796109386413,17.6548359430788
"492",0.04,0.91,11.5633482865285,25.2760094848608
"493",0.04,0.92,11.371966535051,23.6773637841813
"494",0.04,0.93,11.43251423174,39.0737036887049
"495",0.04,0.94,10.192925044171,15.0775736638212
"496",0.04,0.95,9.9314803452345,19.6525120727737
"497",0.04,0.96,8.870811586601,12.8068510754105
"498",0.04,0.97,7.978569953985,8.11762396628923
"499",0.04,0.98,7.147891272745,8.04385176189076
"500",0.04,0.99,6.057680464111,4.73122659162588
"501",0.05,0,24.075168439133,107.229590123623
"502",0.05,0.01,24.2902183902875,160.383940177476
"503",0.05,0.02,23.409278188323,138.199314403404
"504",0.05,0.03,22.788276161009,117.937615803955
"505",0.05,0.04,25.164747698058,157.119475981378
"506",0.05,0.05,23.8462345580235,138.177735026043
"507",0.05,0.06,24.0150346084655,141.757206541642
"508",0.05,0.07,21.913143224179,79.0246029840465
"509",0.05,0.08,23.865839636312,139.362897368076
"510",0.05,0.09,23.111503730925,121.856251837256
"511",0.05,0.1,23.8858349121075,119.605209306805
"512",0.05,0.11,24.59703699884,135.239194185314
"513",0.05,0.12,24.5943581495645,147.460840900472
"514",0.05,0.13,24.6919428299345,137.428143413722
"515",0.05,0.14,23.6446658900655,160.892449879068
"516",0.05,0.15,22.343005991297,127.212469773342
"517",0.05,0.16,23.5745063406735,158.726980490956
"518",0.05,0.17,23.5066291386895,135.5473317703
"519",0.05,0.18,22.7820224452795,99.9622650144326
"520",0.05,0.19,23.8705941780945,139.770534331898
"521",0.05,0.2,24.3666444951355,126.51716339205
"522",0.05,0.21,22.7271755937845,125.223919011794
"523",0.05,0.22,22.6885313460685,118.211524622094
"524",0.05,0.23,23.6093698896005,122.803543526361
"525",0.05,0.24,22.3906481407225,101.251237445034
"526",0.05,0.25,23.6321278169,133.58451874519
"527",0.05,0.26,23.4966106883785,137.37711328848
"528",0.05,0.27,22.509417134133,122.736775659803
"529",0.05,0.28,22.029840966983,92.7963140473402
"530",0.05,0.29,22.2019641315595,91.8369976154907
"531",0.05,0.3,22.7726849659795,118.938576983006
"532",0.05,0.31,22.5404271349105,104.873170650937
"533",0.05,0.32,23.0753773382955,129.979920976202
"534",0.05,0.33,23.8379072344055,112.169249728509
"535",0.05,0.34,22.379363135771,107.174078288422
"536",0.05,0.35,22.628199105913,112.306235553233
"537",0.05,0.36,23.4509285349695,134.487544210998
"538",0.05,0.37,22.8186533383415,150.459962732409
"539",0.05,0.38,22.044466268456,124.803247733237
"540",0.05,0.39,21.511433701233,117.220224934828
"541",0.05,0.4,21.786010648074,102.020442010705
"542",0.05,0.41,22.737691552238,134.392456377858
"543",0.05,0.42,21.9171786934485,85.2664012240029
